"","ColoRect-AdenoCA_cluster_1","ColoRect-AdenoCA_cluster_2","ColoRect-AdenoCA_cluster_3","ColoRect-AdenoCA_cluster_4","ColoRect-AdenoCA_cluster_5","ColoRect-AdenoCA_cluster_6","ColoRect-AdenoCA_cluster_7","ColoRect-AdenoCA_cluster_8","ColoRect-AdenoCA_cluster_9","ColoRect-AdenoCA_clusters_6_8_9","Panc-AdenoCA_cluster_1","Panc-AdenoCA_cluster_2","Panc-AdenoCA_cluster_3","Panc-AdenoCA_cluster_4","Panc-AdenoCA_cluster_5","Panc-AdenoCA_cluster_6","Panc-AdenoCA_cluster_7","Panc-AdenoCA_cluster_8","Panc-AdenoCA_cluster_9"
"chr6.130",418,3228,33,56,55,6,8,10,11,27,66,67,38,41,24,6,47,18,0
"chr6.131",359,2491,16,33,28,0,6,11,8,19,58,79,41,30,27,4,52,24,0
"chr6.132",267,2016,14,24,21,1,9,2,8,11,54,75,36,32,25,1,43,8,0
"chr6.133",317,2462,14,35,35,1,11,11,7,19,53,54,33,26,18,1,56,15,0
"chr6.134",275,2014,13,29,13,2,5,6,9,17,48,61,40,31,24,5,35,16,0
"chr6.135",285,2130,15,36,15,0,5,4,3,7,46,57,26,19,30,2,26,11,0
"chr6.136",322,2158,17,24,22,2,14,11,4,17,70,67,32,26,29,2,43,9,0
"chr6.137",379,2896,23,40,42,0,9,6,7,13,72,74,41,26,24,6,57,22,0
"chr6.138",408,3247,33,76,66,5,2,11,7,23,118,99,71,51,28,11,66,27,0
"chr6.139",383,2866,36,48,56,5,12,10,6,21,96,97,47,37,22,5,60,23,0
"chr6.140",304,2271,12,34,34,1,5,7,4,12,60,56,35,23,13,4,37,8,0
"chr6.141",258,1976,13,31,24,2,11,12,5,19,53,58,39,24,22,6,47,15,0
"chr6.142",300,2561,18,43,49,1,1,6,5,12,78,66,47,39,20,4,44,19,1
"chr6.143",425,3096,15,56,49,1,10,10,6,17,112,110,63,48,21,6,68,16,1
"chr6.144",319,2597,13,33,34,0,8,10,4,14,80,82,53,38,20,2,53,13,0
"chr6.145",286,1841,17,50,36,1,8,7,11,19,80,57,49,52,21,3,69,15,0
"chr6.146",394,2622,23,44,36,1,11,8,6,15,57,66,46,33,16,0,39,15,1
"chr6.147",251,1820,11,26,19,3,5,6,4,13,51,82,33,30,17,5,44,21,0
"chr6.148",289,1845,13,35,28,1,17,2,5,8,61,55,44,15,19,2,49,20,0
"chr6.149",491,3189,40,80,63,6,9,6,14,26,126,104,130,49,14,5,60,20,1
"chr6.150",544,3613,38,74,77,1,4,4,6,11,173,149,96,62,22,8,90,19,0
"chr6.151",414,2970,39,70,60,0,7,17,8,25,104,73,60,37,19,8,52,16,0
"chr6.152",295,2121,9,23,30,1,10,7,2,10,46,63,37,30,11,5,43,13,0
"chr6.153",397,2985,19,47,46,3,8,8,2,13,69,60,52,34,16,6,58,14,0
"chr6.155",225,1460,16,24,18,0,3,4,5,9,52,45,27,28,14,2,38,18,0
"chr6.156",339,1974,21,29,31,2,9,3,7,12,55,83,46,37,13,4,39,26,1
"chr6.157",295,1944,16,29,27,2,8,5,6,13,59,72,47,26,15,4,51,27,0
"chr6.160",598,3485,39,112,112,2,14,12,10,24,173,140,102,66,26,7,75,28,0
"chr6.161",683,3837,69,135,117,12,17,12,9,33,222,192,116,83,30,7,98,30,0
"chr6.162",646,3808,67,103,106,6,11,6,10,22,287,226,176,140,33,15,121,34,0
"chr6.163",433,2590,31,40,49,4,5,7,6,17,177,148,88,58,22,9,89,28,0
"chr6.166",417,2339,19,43,37,0,4,4,7,11,99,125,82,60,18,4,63,30,0
"chr7.2",251,1142,26,42,33,2,18,6,8,16,106,104,81,72,25,11,70,43,0
"chr7.3",222,952,20,38,36,1,12,6,11,18,76,89,54,46,19,3,56,29,0
"chr7.4",462,2840,32,96,69,5,11,10,15,30,144,109,63,80,26,4,83,30,0
"chr7.8",260,2124,9,19,20,3,1,8,3,14,61,65,31,43,18,4,36,18,0
"chr7.9",389,2842,19,61,62,2,7,9,12,23,116,128,83,89,23,5,93,37,0
"chr7.10",692,4511,68,153,138,3,13,6,11,20,346,268,181,194,56,17,177,62,0
"chr7.11",625,3839,59,127,107,4,11,11,12,27,301,211,147,133,44,11,144,44,0
"chr7.12",361,3133,26,67,61,2,9,5,4,11,123,100,63,64,29,6,93,35,0
"chr7.13",337,2614,17,38,39,3,11,8,3,14,92,93,63,45,28,5,68,34,0
"chr7.14",433,3293,22,90,58,0,8,5,7,12,121,117,84,66,44,5,91,36,0
"chr7.15",355,3611,39,92,90,9,9,10,6,25,119,131,51,66,28,5,83,31,0
"chr7.16",404,3319,20,70,78,4,13,13,9,26,129,108,66,64,32,5,82,28,0
"chr7.17",309,2089,17,32,40,2,8,2,5,9,79,96,53,31,16,7,87,36,0
"chr7.18",318,2321,10,32,20,2,7,7,10,19,60,76,43,45,17,2,56,17,0
"chr7.19",407,3305,40,83,71,1,17,9,6,16,129,116,89,76,30,15,101,27,0
"chr7.20",511,3594,54,97,100,3,17,13,12,28,211,201,131,106,35,11,129,46,0
"chr7.21",341,2501,18,48,41,1,4,4,2,7,108,109,58,73,14,1,67,36,0
"chr7.22",429,2789,17,64,54,3,16,14,8,25,116,105,82,64,18,5,91,32,1
"chr7.23",430,2306,23,36,43,1,6,9,6,16,76,104,48,67,18,2,76,24,0
"chr7.25",376,2504,23,41,54,5,12,6,7,18,86,102,59,39,20,3,67,25,1
"chr7.26",322,2322,16,34,27,1,6,2,5,8,99,130,69,66,28,5,85,34,0
"chr7.27",306,2301,12,32,35,0,6,4,7,11,89,113,62,52,28,5,82,30,0
"chr7.28",291,1970,23,42,31,0,12,4,2,6,65,68,42,42,23,3,55,24,1
"chr7.29",389,2837,28,51,42,3,14,8,2,13,79,87,52,57,21,6,72,27,0
"chr7.30",276,1934,12,30,31,1,10,6,7,14,61,70,52,26,15,2,63,23,0
"chr7.31",212,1653,12,24,17,0,12,8,6,14,53,55,41,32,17,5,71,22,0
"chr7.32",405,2674,29,50,47,1,5,8,13,22,96,112,58,64,15,2,70,34,0
"chr7.34",305,2113,10,38,33,1,11,3,3,7,66,85,72,50,22,3,88,29,0
"chr7.35",382,2531,27,45,62,5,16,7,4,16,114,103,93,51,32,7,85,28,0
"chr7.37",296,2008,12,36,30,0,9,6,6,12,68,78,54,42,18,7,79,22,0
"chr7.38",459,2886,26,71,66,4,12,8,10,22,208,172,105,97,30,6,145,39,0
"chr7.39",442,3013,29,56,58,5,12,7,7,19,140,124,101,75,34,6,112,45,0
"chr7.40",373,2365,31,49,50,2,8,10,5,17,100,88,43,63,27,3,95,41,0
"chr7.41",357,2552,17,41,44,1,4,3,7,11,198,194,143,124,37,4,104,50,0
"chr7.42",552,3227,35,69,97,3,15,13,16,32,375,256,218,195,52,16,207,69,0
"chr7.43",600,3381,44,96,93,3,12,8,10,21,290,231,178,197,55,12,185,49,0
"chr7.44",434,2405,21,49,46,1,14,6,10,17,140,151,75,78,34,11,84,37,0
"chr7.47",463,3121,31,53,71,1,6,6,11,18,141,171,63,70,31,7,118,32,0
"chr7.48",285,1827,18,40,40,0,8,2,2,4,102,79,50,46,24,0,47,29,0
"chr7.49",492,2944,43,86,88,3,13,10,3,16,154,145,115,80,39,4,97,37,0
"chr7.50",613,4197,44,113,112,4,15,7,8,19,317,245,161,157,53,18,179,40,0
"chr7.51",380,2347,24,44,39,2,12,7,5,14,101,113,60,52,29,5,90,24,0
"chr7.52",305,2223,14,35,38,6,10,6,7,19,77,101,54,87,28,1,81,30,0
"chr7.53",576,3675,65,131,109,4,15,14,8,26,204,147,144,128,55,6,148,42,0
"chr7.54",707,4735,62,162,152,6,18,16,11,33,404,341,260,201,78,19,204,47,0
"chr7.55",530,3381,41,107,91,1,14,6,9,16,205,178,110,131,46,10,117,36,0
"chr7.65",684,3195,68,134,120,5,19,10,17,32,381,281,193,227,58,22,179,62,0
"chr7.66",737,3519,69,119,90,4,21,15,17,36,405,325,254,242,54,19,241,72,0
"chr7.67",419,2746,33,58,45,1,10,7,11,19,204,187,129,92,32,20,140,47,0
"chr7.68",510,2520,64,83,77,4,17,14,8,26,303,258,185,148,67,13,153,63,0
"chr7.75",335,2264,16,37,39,1,7,4,7,12,101,95,57,74,27,5,87,36,0
"chr7.77",408,3130,26,70,76,1,12,10,6,17,150,143,84,69,25,7,95,22,0
"chr7.78",320,2587,15,38,46,2,11,9,9,20,99,96,53,40,26,3,86,21,0
"chr7.79",423,3463,31,85,88,2,15,2,9,13,158,132,77,63,37,5,101,32,0
"chr7.80",430,3300,30,78,69,4,9,8,10,22,146,101,86,59,24,6,118,29,0
"chr7.81",406,3102,23,65,85,2,8,9,6,17,129,124,69,64,47,8,108,23,0
"chr7.82",511,3772,60,90,95,8,22,8,13,29,230,159,117,115,39,9,167,45,0
"chr7.83",575,4337,49,122,134,4,13,11,17,32,317,223,183,180,47,18,172,59,0
"chr7.84",377,2843,24,46,52,2,9,5,5,12,138,145,70,84,40,9,140,29,0
"chr7.85",330,2525,14,46,37,1,8,8,6,15,118,96,65,65,33,5,108,33,1
"chr7.86",504,3657,26,93,104,2,12,10,9,21,259,171,107,115,47,8,160,35,0
"chr7.87",367,2626,33,59,57,2,13,7,8,17,85,100,68,57,39,6,105,26,0
"chr7.88",376,3124,36,67,72,2,7,6,7,15,100,126,53,59,25,5,85,19,0
"chr7.90",338,2319,18,38,28,0,10,6,7,13,79,70,56,55,24,1,76,20,0
"chr7.91",472,3389,40,67,87,2,15,4,7,13,154,173,107,75,41,7,127,28,0
"chr7.92",386,2866,15,46,63,3,3,6,3,12,104,115,56,59,22,3,96,27,0
"chr7.93",391,2756,15,56,47,2,4,5,4,11,52,70,53,27,24,1,84,30,0
"chr7.94",425,3079,21,70,64,0,18,8,8,16,111,125,92,68,33,4,111,27,0
"chr7.96",279,1580,20,39,26,1,9,3,4,8,102,99,70,46,23,3,100,28,0
"chr7.101",388,3038,25,55,57,2,9,5,9,16,94,121,76,63,20,7,107,29,0
"chr7.103",267,1793,16,20,28,0,8,9,6,15,57,68,41,35,18,5,70,14,0
"chr7.104",351,2448,17,40,41,2,16,8,3,13,79,101,49,47,25,4,106,37,0
"chr7.105",336,2026,15,26,26,1,12,4,3,8,51,69,67,30,14,1,73,21,0
"chr7.106",555,3521,51,116,93,3,12,11,9,23,179,212,122,94,33,18,147,38,0
"chr7.107",539,4104,43,114,97,4,14,9,13,26,235,153,123,105,32,7,159,42,0
"chr7.108",373,2752,25,77,98,2,13,8,8,18,146,136,111,86,39,13,117,22,0
"chr7.109",325,2360,24,46,57,4,7,8,3,15,81,100,59,42,26,8,95,24,0
"chr7.110",386,2748,17,42,40,7,10,7,6,20,106,117,69,56,31,7,91,22,0
"chr7.111",455,3466,37,61,86,3,10,12,11,26,206,166,110,77,37,7,142,37,0
"chr7.112",444,3757,33,69,78,3,14,10,11,24,205,107,81,70,30,10,119,27,0
"chr7.113",385,3174,26,49,49,1,11,8,8,17,121,96,83,45,23,5,123,35,0
"chr7.114",279,2043,13,22,22,3,9,8,9,20,51,67,45,24,27,2,73,21,0
"chr7.115",286,2301,23,37,41,1,11,1,1,3,96,104,58,56,11,7,90,29,0
"chr7.116",487,3994,42,92,102,8,12,9,8,25,276,217,166,149,52,22,199,42,0
"chr7.117",609,4713,55,120,106,3,9,11,14,28,245,201,164,136,45,11,174,45,0
"chr7.118",379,2870,29,54,62,4,8,7,13,24,118,130,58,67,35,4,130,29,0
"chr7.119",391,2985,22,53,71,4,17,6,8,18,67,90,41,50,15,4,73,27,0
"chr7.120",324,2566,23,40,55,2,5,8,5,15,87,100,64,50,26,5,80,18,0
"chr7.121",362,2721,28,62,60,3,9,5,8,16,109,100,64,50,26,6,73,27,0
"chr7.122",524,3662,47,79,80,3,10,6,16,25,179,152,99,69,28,7,137,38,0
"chr7.123",632,4335,66,97,105,4,15,14,11,29,338,235,177,142,56,15,162,46,0
"chr7.124",359,2624,18,38,66,2,12,3,8,13,225,194,116,103,35,3,132,43,1
"chr7.125",325,1750,20,23,23,2,11,2,2,6,85,88,52,36,19,6,69,28,0
"chr7.127",268,1638,16,34,20,1,15,6,3,10,57,76,52,33,18,2,71,23,0
"chr7.129",383,2227,20,32,46,1,15,8,5,14,110,126,90,83,29,7,76,30,0
"chr7.130",394,2475,26,42,41,5,11,8,11,24,105,124,82,67,31,5,96,23,1
"chr7.131",346,2021,17,58,36,2,10,5,7,14,64,78,49,40,18,7,76,14,0
"chr7.132",409,2734,21,56,57,1,15,7,3,11,67,111,51,44,26,4,68,31,0
"chr7.133",428,2584,23,66,71,1,17,11,9,21,116,106,79,53,26,3,101,26,1
"chr7.134",677,4396,70,127,141,4,19,11,7,22,274,231,168,177,45,14,158,59,0
"chr7.135",389,2645,35,52,66,3,8,9,6,18,150,147,93,96,24,10,109,40,0
"chr7.136",277,1803,14,38,27,3,12,12,6,21,72,80,56,47,28,2,62,25,1
"chr7.139",389,2255,17,40,38,2,6,4,10,16,74,88,64,76,26,3,75,28,0
"chr7.142",430,2857,32,79,65,3,4,5,9,17,170,147,82,86,35,12,124,32,0
"chr7.143",774,4790,67,126,149,8,18,13,18,39,369,275,185,182,75,21,196,53,0
"chr7.148",268,1782,17,30,23,3,11,4,6,13,70,93,61,46,39,4,65,32,0
"chr7.149",271,1667,16,26,26,0,5,3,5,8,59,58,53,56,16,4,74,26,1
"chr7.153",334,2015,19,45,28,3,13,4,7,14,57,89,66,65,28,7,76,28,0
"chr7.154",284,1853,20,28,24,5,14,8,2,15,73,73,53,55,29,3,73,18,0
"chr7.155",399,1814,37,73,58,3,16,6,2,11,93,86,71,86,35,7,107,35,2
"chr7.156",338,1653,19,58,33,2,10,3,8,13,94,87,75,68,24,4,78,26,0
"chr8.2",474,2137,48,32,33,1,11,1,6,8,158,160,105,129,32,6,102,30,2
"chr8.3",610,3268,41,64,39,2,10,6,8,16,192,209,107,165,40,6,135,26,0
"chr8.5",693,4419,55,68,53,4,11,3,8,15,197,195,141,147,39,11,129,30,0
"chr8.6",657,4384,59,97,71,1,14,4,8,13,249,229,147,219,49,11,158,45,0
"chr8.10",390,2411,27,22,21,1,15,4,5,10,66,82,42,58,13,9,74,22,0
"chr8.11",405,2255,29,36,19,3,11,4,7,14,60,102,57,58,22,2,76,20,0
"chr8.14",558,4428,53,64,49,5,11,5,3,13,218,191,113,139,39,19,143,36,0
"chr8.16",849,5171,73,95,70,3,13,8,6,17,215,173,127,131,22,7,110,25,0
"chr8.17",488,4057,32,47,44,4,14,10,6,20,121,86,62,57,24,2,90,19,0
"chr8.18",277,2002,14,15,9,1,4,4,1,6,47,58,43,39,18,1,49,25,0
"chr8.19",290,2229,10,13,10,1,11,6,2,9,36,69,36,34,13,1,64,20,0
"chr8.20",384,2479,11,19,24,1,7,5,4,10,58,77,48,40,17,2,60,22,0
"chr8.21",457,2907,24,31,30,3,5,3,2,8,129,147,79,105,20,12,106,35,0
"chr8.22",354,1986,19,23,19,1,11,3,4,8,93,105,69,69,25,7,84,26,0
"chr8.23",224,1465,6,17,8,0,8,2,3,5,37,65,28,39,15,2,49,23,0
"chr8.24",347,2256,14,18,17,1,1,7,7,15,49,69,39,34,22,4,60,25,0
"chr8.25",394,3028,28,24,27,2,8,3,4,9,66,111,62,57,24,3,54,26,0
"chr8.26",347,2250,21,30,16,1,10,7,0,8,81,97,52,53,28,1,82,21,2
"chr8.27",326,2394,23,28,17,1,6,5,4,10,69,98,71,65,19,6,86,14,0
"chr8.28",280,1779,14,12,9,1,6,4,8,13,31,70,33,54,15,3,63,20,0
"chr8.29",278,1665,4,10,10,1,16,3,3,7,31,65,38,39,17,0,41,22,0
"chr8.30",309,2017,14,16,13,1,4,2,1,4,32,59,23,37,55,3,47,21,0
"chr8.31",328,2015,13,21,13,0,9,2,4,6,39,65,38,47,20,3,60,22,0
"chr8.32",578,3823,49,53,49,2,5,8,7,17,133,139,100,84,41,13,126,39,0
"chr8.33",624,3935,46,79,55,0,4,8,7,15,151,152,116,85,32,11,102,26,0
"chr8.34",410,2540,29,46,36,0,6,1,8,9,127,116,90,87,22,5,74,29,0
"chr8.35",569,4017,42,68,54,5,7,6,7,18,186,139,135,104,43,10,107,44,0
"chr8.36",474,3406,42,57,59,10,10,11,7,28,174,182,111,136,35,8,122,39,0
"chr8.37",439,3256,34,50,31,5,15,6,4,15,158,197,137,130,43,7,134,47,0
"chr8.38",226,1501,10,19,16,0,7,2,5,7,83,91,33,56,23,2,58,18,0
"chr8.39",239,1684,21,26,18,8,7,4,5,17,56,73,62,62,19,1,75,21,0
"chr8.40",386,2351,22,41,41,1,9,4,3,8,76,125,91,71,35,6,80,30,0
"chr8.41",393,2746,42,48,57,2,8,7,6,15,152,177,113,123,35,6,103,38,0
"chr8.42",365,2213,28,39,39,1,9,3,2,6,95,130,61,103,38,11,76,28,0
"chr8.44",613,2556,62,158,82,4,12,15,4,23,287,264,177,197,69,15,188,56,0
"chr8.46",447,2478,34,67,48,5,7,9,4,18,115,111,94,73,36,7,114,38,1
"chr8.47",737,4468,61,159,88,8,10,12,4,24,175,108,83,87,42,7,149,31,0
"chr8.48",639,4327,47,208,90,6,5,16,10,32,247,193,149,142,46,5,136,38,0
"chr8.49",469,3130,45,124,55,3,15,11,7,21,229,175,152,149,47,15,144,36,0
"chr8.50",353,2563,15,48,32,3,6,9,4,16,107,96,67,58,35,5,94,28,0
"chr8.51",429,2833,35,87,54,4,2,16,6,26,113,137,82,59,25,4,88,24,0
"chr8.52",429,2818,31,84,58,2,13,11,11,24,141,127,83,110,32,8,96,39,1
"chr8.53",423,2737,30,94,48,5,8,8,8,21,167,185,117,102,43,7,133,26,0
"chr8.54",442,2828,34,93,62,3,9,9,12,24,123,129,72,67,21,2,94,36,0
"chr8.55",435,3057,40,103,61,5,4,11,9,25,101,103,75,59,25,4,105,31,0
"chr8.56",398,2693,25,74,50,1,14,10,4,15,86,90,79,39,33,1,83,27,0
"chr8.57",324,3064,25,85,48,5,7,17,8,30,98,126,93,52,36,6,95,30,0
"chr8.58",301,2287,16,38,24,7,8,11,8,26,75,87,59,58,26,4,81,20,0
"chr8.59",290,2348,17,43,25,1,6,7,2,10,64,86,60,46,32,2,75,23,0
"chr8.60",293,3004,25,60,37,6,9,7,7,20,78,101,64,53,25,0,90,30,0
"chr8.61",403,2954,32,82,49,5,9,12,6,23,185,154,148,128,38,9,133,24,0
"chr8.62",569,4153,55,112,83,2,19,12,12,26,278,260,155,120,40,14,168,50,0
"chr8.63",430,2978,44,89,62,2,12,7,7,16,119,127,96,73,29,1,123,32,0
"chr8.64",364,2334,24,38,27,2,6,6,2,10,72,96,66,41,36,2,96,28,1
"chr8.65",328,2337,15,47,31,3,2,2,6,11,81,102,52,46,29,4,116,29,0
"chr8.66",563,3917,46,123,77,3,5,14,12,29,269,203,140,133,40,14,176,37,0
"chr8.67",536,3278,28,103,58,7,11,11,8,26,234,169,137,114,32,8,171,44,0
"chr8.68",375,2451,19,52,39,1,4,10,6,17,70,89,52,53,11,4,88,26,0
"chr8.69",402,2963,25,44,48,3,9,9,6,18,129,129,100,90,34,8,127,33,0
"chr8.70",462,3473,40,92,79,3,10,11,8,22,175,165,98,92,38,7,127,35,0
"chr8.71",317,2208,17,44,35,4,10,6,3,13,61,97,42,35,22,4,64,24,0
"chr8.72",404,2890,32,66,53,2,6,5,4,11,131,131,80,71,42,6,98,21,0
"chr8.73",410,3035,44,74,60,3,9,13,6,22,156,172,111,95,34,2,136,32,0
"chr8.74",475,3864,38,110,97,2,8,11,9,22,249,231,181,136,45,8,164,52,1
"chr8.75",512,4039,55,129,93,7,4,10,7,24,272,234,154,160,40,11,145,58,0
"chr8.76",431,3403,23,83,69,0,12,11,8,19,206,152,103,90,41,2,124,42,0
"chr8.77",348,2815,22,52,46,2,7,14,11,27,134,133,97,106,36,4,112,30,0
"chr8.78",261,1925,17,30,19,1,3,6,5,12,61,76,46,48,21,1,63,25,0
"chr8.79",301,2366,17,42,19,5,7,5,3,13,45,76,46,43,26,3,68,31,0
"chr8.80",541,3754,48,122,79,3,11,11,9,23,218,176,137,110,36,9,131,39,0
"chr8.81",706,4783,77,173,127,4,13,16,13,33,263,178,147,148,36,13,160,35,0
"chr8.82",611,4539,54,157,93,5,5,12,11,28,134,137,87,77,37,3,149,19,0
"chr8.84",387,2614,37,59,49,1,12,14,6,21,80,97,53,60,30,3,94,24,0
"chr8.85",710,4716,73,162,91,7,11,14,11,32,309,233,188,183,50,13,170,42,0
"chr8.86",724,4930,66,150,111,3,10,14,14,31,333,290,236,225,58,15,240,55,0
"chr8.87",410,3121,41,95,59,3,7,12,13,28,194,155,133,111,31,12,132,24,0
"chr8.88",437,2900,15,85,52,2,4,12,7,21,121,132,90,58,31,8,120,33,0
"chr8.89",479,3308,33,98,68,4,3,9,5,18,187,129,92,84,33,5,113,24,0
"chr8.90",482,3924,48,117,67,3,5,15,4,22,207,175,138,107,43,9,140,37,0
"chr8.91",354,2859,26,54,48,2,7,13,8,23,112,106,80,62,38,7,111,36,0
"chr8.92",276,1908,14,34,18,1,9,3,3,7,61,70,42,43,28,6,81,22,0
"chr8.93",350,2248,29,55,33,2,6,3,10,15,73,113,73,52,33,2,96,29,0
"chr8.94",466,3246,35,74,69,5,6,5,14,24,122,133,79,75,34,7,120,35,0
"chr8.95",378,2732,25,54,43,6,2,11,4,21,67,88,53,57,27,2,99,25,0
"chr8.96",256,1962,14,26,30,0,3,7,4,11,53,57,32,37,22,2,63,19,0
"chr8.97",261,1936,11,38,21,3,8,9,8,20,68,77,51,48,48,3,63,22,0
"chr8.98",287,2112,12,33,20,1,9,12,3,16,53,79,41,35,35,1,73,34,0
"chr8.99",227,1751,11,24,24,2,8,9,4,15,49,75,32,44,29,2,78,25,0
"chr8.100",311,2127,17,34,17,2,8,14,6,22,44,68,37,48,27,3,92,16,0
"chr8.101",407,2619,17,53,38,5,5,11,7,23,105,109,62,58,33,6,95,28,0
"chr8.102",494,3637,42,124,59,2,12,9,9,20,259,204,158,150,53,12,186,42,0
"chr8.104",368,3199,17,86,65,5,7,9,7,21,94,68,64,45,29,2,97,29,0
"chr8.105",488,3237,35,93,70,5,9,11,14,30,206,196,115,122,40,15,147,34,0
"chr8.106",411,3363,28,94,68,4,7,12,8,24,166,131,96,64,34,5,113,26,0
"chr8.107",313,2866,22,68,35,6,6,8,11,25,130,106,75,53,36,2,109,31,0
"chr8.108",454,3535,32,99,86,7,7,9,15,31,332,237,189,157,58,44,182,45,0
"chr8.109",468,3608,40,110,99,6,8,18,9,33,370,264,196,176,50,16,216,43,0
"chr8.110",612,3921,56,129,102,6,12,12,8,26,345,198,168,113,59,17,153,43,0
"chr8.111",749,4854,78,188,115,5,16,11,14,30,375,197,188,126,55,21,157,49,0
"chr8.112",843,5720,86,213,142,8,15,24,10,42,459,303,249,207,52,20,225,66,0
"chr8.113",824,4957,73,191,120,8,14,18,9,35,312,182,144,127,39,15,172,42,1
"chr8.114",497,3412,47,107,106,6,16,10,7,23,192,149,113,75,41,7,142,21,0
"chr8.115",411,3042,33,65,61,3,2,13,11,27,116,125,83,76,42,7,129,32,0
"chr8.116",282,1958,14,37,32,4,6,11,1,16,65,73,40,36,24,2,83,20,0
"chr8.117",274,2672,19,39,36,3,8,3,9,15,67,70,64,40,29,6,102,33,1
"chr8.118",315,2142,13,26,32,3,12,6,4,13,87,77,72,70,27,4,90,24,0
"chr8.119",316,2588,26,40,46,2,4,10,3,15,109,103,84,41,18,9,119,39,0
"chr8.120",369,2984,32,61,47,1,7,7,7,15,104,107,76,66,35,4,125,39,0
"chr8.121",245,1833,20,28,15,4,6,9,3,16,58,62,52,57,25,2,56,26,0
"chr8.122",320,2212,22,41,24,0,0,7,6,13,57,66,57,71,22,4,91,16,0
"chr8.123",282,1856,16,33,14,3,5,5,5,13,66,79,38,41,25,4,115,24,0
"chr8.124",383,2674,25,63,39,1,7,13,5,19,113,118,65,65,28,11,143,30,0
"chr8.125",227,1783,17,37,16,1,6,6,9,16,66,75,48,42,24,2,112,17,0
"chr8.126",280,2516,11,32,30,1,7,9,3,13,68,80,41,72,24,6,115,38,0
"chr8.127",446,3284,26,80,59,2,7,17,9,28,183,147,139,118,33,5,128,42,0
"chr8.128",352,2243,26,50,26,5,6,9,6,20,96,102,64,78,21,7,120,32,0
"chr8.129",519,3778,58,137,78,8,8,20,8,36,283,217,165,157,60,11,163,52,0
"chr8.130",399,2657,27,65,30,2,7,8,17,27,137,112,111,116,33,8,152,54,0
"chr8.131",325,1923,17,51,33,3,7,3,6,12,75,107,57,68,21,5,111,26,0
"chr8.132",425,2638,24,72,51,4,4,5,5,14,116,114,73,74,27,5,115,32,0
"chr8.133",442,2890,36,72,55,4,12,14,6,24,180,137,124,88,31,9,173,40,0
"chr8.134",564,3849,57,129,95,9,8,15,6,30,266,183,182,130,46,10,217,42,0
"chr8.135",664,4654,68,148,112,5,13,20,10,35,360,272,198,174,69,14,207,49,0
"chr8.136",475,3027,49,95,64,4,12,9,4,17,225,209,135,122,39,9,189,48,0
"chr8.137",420,2738,30,67,68,2,9,8,7,17,174,148,103,77,33,6,163,38,0
"chr8.138",255,1307,14,30,19,3,8,5,2,10,55,71,65,65,24,5,101,18,0
"chr8.140",344,1762,39,65,44,3,18,7,5,15,127,136,92,88,47,6,120,40,0
"chr8.141",264,1349,29,55,30,4,10,3,7,14,114,122,78,78,22,9,96,29,0
"chr9.2",393,2921,38,48,64,3,9,9,5,17,80,131,63,58,19,7,99,24,0
"chr9.3",349,2477,27,38,45,2,6,6,6,14,65,54,45,40,21,0,64,12,1
"chr9.4",339,2488,15,49,31,3,8,6,3,12,48,58,39,40,16,2,57,14,0
"chr9.5",270,1997,11,34,24,1,8,1,0,2,36,51,19,24,16,3,62,7,0
"chr9.6",320,2141,17,35,28,1,10,5,4,10,34,52,27,21,10,11,57,15,1
"chr9.8",312,2427,16,36,42,1,6,5,5,11,80,76,66,57,10,10,86,22,0
"chr9.9",279,2427,15,50,37,0,14,5,5,10,116,113,83,72,32,10,100,25,0
"chr9.11",665,4381,49,184,100,2,15,9,10,21,145,90,70,85,40,5,119,39,0
"chr9.12",652,4312,62,117,123,4,16,10,21,35,182,141,110,121,29,10,147,34,0
"chr9.13",320,2733,24,63,69,4,7,7,8,19,97,87,47,65,32,6,99,34,0
"chr9.14",362,2937,28,70,54,0,9,6,9,15,95,67,56,41,16,4,81,24,0
"chr9.15",333,2438,27,36,26,0,11,4,9,13,43,62,37,27,15,1,53,17,1
"chr9.17",419,2921,31,69,59,1,13,8,8,17,90,126,81,61,20,6,64,21,0
"chr9.18",318,2632,17,57,43,0,9,12,6,18,98,99,78,63,19,7,69,20,0
"chr9.19",256,2144,23,34,28,1,6,4,4,9,79,107,89,51,24,6,83,28,0
"chr9.20",310,2020,19,34,36,0,11,3,6,9,60,73,40,47,17,2,61,33,0
"chr9.21",262,1936,17,26,38,0,10,4,9,13,46,106,39,42,8,3,41,11,0
"chr9.22",414,2878,12,52,33,4,7,10,9,23,42,84,64,39,12,2,37,21,0
"chr9.23",503,3546,16,67,77,0,8,11,16,27,70,73,49,43,15,0,62,22,0
"chr9.24",606,3718,35,82,87,1,15,6,10,17,177,142,105,99,45,5,101,29,0
"chr9.25",632,4130,45,121,99,2,16,8,12,22,208,178,148,132,35,16,132,33,0
"chr9.26",542,3890,33,110,95,3,9,10,13,26,144,127,95,91,32,7,110,21,0
"chr9.27",478,2960,37,70,63,2,11,10,8,20,122,84,60,70,25,4,84,18,0
"chr9.28",327,2299,20,46,36,4,7,7,3,14,54,62,41,29,16,2,40,15,0
"chr9.29",528,3803,43,111,92,5,12,9,16,30,181,114,97,100,38,11,115,33,0
